instId
1INCH-USDT-SWAP
A-USDT-SWAP
AAVE-USDT-SWAP
ACE-USDT-SWAP
ACH-USDT-SWAP
ACT-USDT-SWAP
ADA-USD-SWAP
ADA-USDT-SWAP
AEVO-USDT-SWAP
AGLD-USDT-SWAP
AI16Z-USDT-SWAP
AIDOGE-USDT-SWAP
AIXBT-USDT-SWAP
ALCH-USDT-SWAP
ALGO-USD-SWAP
ALGO-USDT-SWAP
ALPHA-USDT-SWAP
ANIME-USDT-SWAP
APE-USDT-SWAP
API3-USDT-SWAP
APT-USDT-SWAP
AR-USDT-SWAP
ARB-USDT-SWAP
ARC-USDT-SWAP
ARKM-USDT-SWAP
ATH-USDT-SWAP
ATOM-USD-SWAP
ATOM-USDT-SWAP
AUCTION-USDT-SWAP
AVAAI-USDT-SWAP
AVAX-USD-SWAP
AVAX-USDT-SWAP
AXS-USDT-SWAP
BABY-USDT-SWAP
BADGER-USDT-SWAP
BAL-USDT-SWAP
BAND-USDT-SWAP
BAT-USDT-SWAP
BCH-USD-SWAP
BCH-USDT-SWAP
BERA-USDT-SWAP
BICO-USDT-SWAP
BIGTIME-USDT-SWAP
BIO-USDT-SWAP
BLUR-USDT-SWAP
BNB-USDT-SWAP
BNT-USDT-SWAP
BOME-USDT-SWAP
BONK-USDT-SWAP
BRETT-USDT-SWAP
BTC-USD-SWAP
BTC-USDC-SWAP
BTC-USDT-SWAP
CAT-USDT-SWAP
CATI-USDT-SWAP
CELO-USDT-SWAP
CETUS-USDT-SWAP
CFX-USDT-SWAP
CHZ-USDT-SWAP
COMP-USDT-SWAP
COOKIE-USDT-SWAP
CORE-USDT-SWAP
CRO-USDT-SWAP
CRV-USDT-SWAP
CSPR-USDT-SWAP
CTC-USDT-SWAP
CVC-USDT-SWAP
CVX-USDT-SWAP
DEGEN-USDT-SWAP
DGB-USDT-SWAP
DOG-USDT-SWAP
DOGE-USD-SWAP
DOGE-USDT-SWAP
DOGS-USDT-SWAP
DOOD-USDT-SWAP
DOT-USD-SWAP
DOT-USDT-SWAP
DUCK-USDT-SWAP
DYDX-USDT-SWAP
EGLD-USDT-SWAP
EIGEN-USDT-SWAP
ENJ-USDT-SWAP
ENS-USDT-SWAP
ETC-USD-SWAP
ETC-USDT-SWAP
ETH-USD-SWAP
ETH-USDC-SWAP
ETH-USDT-SWAP
ETHFI-USDT-SWAP
ETHW-USDT-SWAP
FARTCOIN-USDT-SWAP
FIL-USD-SWAP
FIL-USDT-SWAP
FLM-USDT-SWAP
FLOKI-USDT-SWAP
FLOW-USDT-SWAP
FXS-USDT-SWAP
GALA-USDT-SWAP
GAS-USDT-SWAP
GLM-USDT-SWAP
GMT-USDT-SWAP
GMX-USDT-SWAP
GOAT-USDT-SWAP
GODS-USDT-SWAP
GPS-USDT-SWAP
GRASS-USDT-SWAP
GRIFFAIN-USDT-SWAP
GRT-USDT-SWAP
HBAR-USDT-SWAP
HMSTR-USDT-SWAP
HOME-USDT-SWAP
HUMA-USDT-SWAP
HYPE-USDT-SWAP
ICP-USDT-SWAP
ICX-USDT-SWAP
ID-USDT-SWAP
IMX-USDT-SWAP
INIT-USDT-SWAP
INJ-USDT-SWAP
IOST-USDT-SWAP
IOTA-USDT-SWAP
IP-USDT-SWAP
JELLYJELLY-USDT-SWAP
JOE-USDT-SWAP
JST-USDT-SWAP
JTO-USDT-SWAP
JUP-USDT-SWAP
KAITO-USDT-SWAP
KMNO-USDT-SWAP
KNC-USDT-SWAP
KSM-USDT-SWAP
LA-USDT-SWAP
LAUNCHCOIN-USDT-SWAP
LAYER-USDT-SWAP
LDO-USDT-SWAP
LINK-USD-SWAP
LINK-USDT-SWAP
LOOKS-USDT-SWAP
LPT-USDT-SWAP
LQTY-USDT-SWAP
LRC-USDT-SWAP
LSK-USDT-SWAP
LTC-USD-SWAP
LTC-USDT-SWAP
LUNA-USDT-SWAP
LUNC-USDT-SWAP
MAGIC-USDT-SWAP
MAJOR-USDT-SWAP
MANA-USDT-SWAP
MASK-USDT-SWAP
ME-USDT-SWAP
MEME-USDT-SWAP
MERL-USDT-SWAP
METIS-USDT-SWAP
MEW-USDT-SWAP
MINA-USDT-SWAP
MKR-USDT-SWAP
MOODENG-USDT-SWAP
MORPHO-USDT-SWAP
MOVE-USDT-SWAP
MUBARAK-USDT-SWAP
NC-USDT-SWAP
NEAR-USDT-SWAP
NEIRO-USDT-SWAP
NEIROETH-USDT-SWAP
NEO-USDT-SWAP
NIL-USDT-SWAP
NMR-USDT-SWAP
NOT-USDT-SWAP
NXPC-USDT-SWAP
OL-USDT-SWAP
OM-USDT-SWAP
ONDO-USDT-SWAP
ONE-USDT-SWAP
ONT-USDT-SWAP
OP-USD-SWAP
OP-USDT-SWAP
ORBS-USDT-SWAP
ORDI-USDT-SWAP
PARTI-USDT-SWAP
PENGU-USDT-SWAP
PEOPLE-USDT-SWAP
PEPE-USDT-SWAP
PERP-USDT-SWAP
PI-USDT-SWAP
PIPPIN-USDT-SWAP
PLUME-USDT-SWAP
PNUT-USDT-SWAP
POL-USDT-SWAP
POPCAT-USDT-SWAP
PRCL-USDT-SWAP
PROMPT-USDT-SWAP
PYTH-USDT-SWAP
QTUM-USDT-SWAP
RAY-USDT-SWAP
RDNT-USDT-SWAP
RENDER-USDT-SWAP
RESOLV-USDT-SWAP
RSR-USDT-SWAP
RVN-USDT-SWAP
S-USDT-SWAP
SAND-USD-SWAP
SAND-USDT-SWAP
SATS-USDT-SWAP
SCR-USDT-SWAP
SHELL-USDT-SWAP
SHIB-USDT-SWAP
SIGN-USDT-SWAP
SLERF-USDT-SWAP
SLP-USDT-SWAP
SNX-USDT-SWAP
SOL-USD-SWAP
SOL-USDT-SWAP
SOLV-USDT-SWAP
SONIC-USDT-SWAP
SOON-USDT-SWAP
SOPH-USDT-SWAP
SSV-USDT-SWAP
STORJ-USDT-SWAP
STRK-USDT-SWAP
STX-USDT-SWAP
SUI-USD-SWAP
SUI-USDT-SWAP
SUSHI-USDT-SWAP
SWARMS-USDT-SWAP
T-USDT-SWAP
TAO-USDT-SWAP
THETA-USDT-SWAP
TIA-USDT-SWAP
TNSR-USDT-SWAP
TON-USD-SWAP
TON-USDT-SWAP
TRB-USDT-SWAP
TRUMP-USDT-SWAP
TRX-USD-SWAP
TRX-USDT-SWAP
TURBO-USDT-SWAP
UMA-USDT-SWAP
UNI-USD-SWAP
UNI-USDT-SWAP
USDC-USDT-SWAP
USTC-USDT-SWAP
UXLINK-USDT-SWAP
VANA-USDT-SWAP
VINE-USDT-SWAP
VIRTUAL-USDT-SWAP
W-USDT-SWAP
WAL-USDT-SWAP
WAXP-USDT-SWAP
WCT-USDT-SWAP
WIF-USDT-SWAP
WLD-USDT-SWAP
WOO-USDT-SWAP
XAUT-USDT-SWAP
XCH-USDT-SWAP
XLM-USD-SWAP
XLM-USDT-SWAP
XRP-USD-SWAP
XRP-USDT-SWAP
XTZ-USDT-SWAP
YFI-USDT-SWAP
YGG-USDT-SWAP
ZENT-USDT-SWAP
ZEREBRO-USDT-SWAP
ZETA-USDT-SWAP
ZIL-USDT-SWAP
ZK-USDT-SWAP
ZRO-USDT-SWAP
ZRX-USDT-SWAP
